StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent,A1,A2,A3,A3_6_TEXT,A3_7_TEXT,A4,A5,state,A6,A7,B8_1,B8_2,B8_3,B8_4,B8_5,B8_6,B8_7,B8_8,B8_9,B8_10,B8_11,B8_12,B8_13,B8_14,B8_15,B8_16,B8_17,B8_18,B8_19,B8_20,B9_1,B9_2,B9_3,B9_4,B9_5,B9_6,B10_1,B11,B12,Attn1,B13_1,B13_2,B13_3,B13_4,B13_5,B13_6,B13_7,B13_8,B13_9,B13_10,B13_11,B13_12,B13_13,B13_14,B13_15,B13_16,B13_17,B14_1,B14_2,B14_3,CFilt,C15,C16,C16_6_TEXT,C17_1,C17_2,C17_3,C17_4,C17_5,C17_6,C17_7,C18,C19,C20,C21,C22,C23,C23_6_TEXT,C24_1,C24_2,C24_3,C24_4,C24_5,C24_6,C24_7,C25,C26,C27,C28,C29,C30,C30_6_TEXT,C31_1,C31_2,C31_3,C31_4,C31_5,C31_6,C31_7,C32,C33,C34,C35,Attn2,D36,D37,D38_1,D38_2,D38_3,D38_4,D38_5,D38_6,D38_7,D38_8,D39_1,D39_2,D39_3,D39_4,D39_5,D39_6,D39_7,D39_8,D39_9,D39_10,D39_11,D39_12,D39_13,D39_14,D39_15,D39_16,D39_17,D39_18,D39_19,D39_20,D39_21,D39_22,D40_1,D40_2,D40_3,D40_4,D40_5,D40_6,D40_7,D40_8,D40_9,D40_10,D40_11,D40_12,E41,E42_1,E42_2,E43_1,E43_2,E43_3,E44_1,E44_2,E44_3,E44_4,E44_5,E44_6,E45_1,E45_2,E45_3,E45_4,E46_1,E46_2,E46_3,E46_4,E46_5,E46_6,E46_7,E47_1,E47_2,E47_3,E48,E49,E50_1,E50_2,E51_1,E51_2,E51_3,E51_4,E51_5,E51_6,G52_1,G52_2,G52_3,G52_4,G53_1,G53_2,G53_3,G54,G55,G55_4_TEXT,G56a,G56b,G57,G58,G59,SC0,opp,RISN,rid,V,cintid,ProjectToken,Q_RelevantIDDuplicate,Q_BallotBoxStuffing,Q_RecaptchaScore,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_TotalDuration,gc,term,score,region,LS,G54_N,Name_1,Name_2,Name-3
5/6/21 7:55,5/6/21 15:48,IP Address,100,28352,TRUE,5/6/21 15:48,R_3dL091yWu30YIYG,anonymous,EN,I agree to participate in the research study described above.,52,Female,Asian/Black or African American,,,Some post-graduate education,"$60,001 to $75,000",New York,Yes,10-30 minutes per day,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,A lot,A lot,A lot,A lot,A lot,A lot,,A moderate amount,Sometimes,Dog,Somewhat trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Somewhat trust,Somewhat trust,Neither trust nor distrust,Trust very much,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Strongly agree,Strongly agree,Somewhat disagree,Yes,kA,Acquaintance,,"No, never","Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally","No, never","No, never",Somewhat different,A little,Like somewhat,B,rs,Coworker or classmate,,"Yes, occasionally","Yes, occasionally","Yes, occasionally","No, never","Yes, occasionally","Yes, occasionally","Yes, occasionally",Neither similar nor different,A moderate amount,Like a great deal,E,dw,Neighbor,,"Yes, occasionally","Yes, occasionally","Yes, occasionally","No, never","Yes, occasionally","Yes, occasionally","Yes, occasionally",Neither similar nor different,A moderate amount,Like somewhat,C,2021,50 or fewer,5 or fewer,A few,A few,A few,A few,A few,A few,None,A few,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,A little,Some,A little,Some,A little,A little,Some,Some,Some,A little,A lot,A little,Several times a week,Several times a month,Several times a month,Sometimes,Never,Sometimes,Several times a week,Never,Once or twice a day,Several times a month,Never,Once or twice a day,Several times a month,Several times a week,Several times a week,Several times a month,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Yes,Yes,Yes,Occassionally,One or two,Never,Never,Rarely,Rarely,Occasionally,Rarely,Occasionally,Occasionally,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Interested,Interested,Interested,-,Independent,,,Neither,Kamala Harris,Democrat,Judicial branch,1,Qual1827-0626Rep,11120900,6093f523-029f-5967-3e4c-e89667f3f984,,,,,,,,,28352,1,,1,northeast,168,5,1,1,1
5/6/21 7:58,5/6/21 8:05,IP Address,100,422,TRUE,5/6/21 8:05,R_SIcXe4Y9EEXpLSV,anonymous,EN,I agree to participate in the research study described above.,35,Female,Asian/Black or African American,,,Post-graduate degree,"$75,001 to $100,000",Georgia,No,,,,,,,,,,,,,,,,,,,,,,A great deal,A lot,A lot,A lot,A lot,A lot,4,A moderate amount,About half the time,Dog,Somewhat trust,Neither trust nor distrust,Somewhat trust,Somewhat distrust,Somewhat distrust,Neither trust nor distrust,Somewhat distrust,Distrust very much,Neither trust nor distrust,Somewhat trust,Somewhat trust,Somewhat distrust,Neither trust nor distrust,Somewhat distrust,Neither trust nor distrust,Neither trust nor distrust,Somewhat trust,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Several times a week,Several times a month,Once or twice a day,Several times a month,Never,Several times a week,Several times a week,Several times a month,Several times a month,Several times a week,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,,,,,,,,Occasionally,Occasionally,Rarely,Rarely,Occasionally,Rarely,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Interested,Somewhat interested,Interested,-,Independent,,,Closer to the Democratic Party,Kamala Harris,Democrat,Legislative branch,3,Qual1827-0626Rep,11120900,6093f607-3a04-b791-9610-833b705d969e,,,,,,,,,422,1,,3,south,168,4,0,0,0
5/6/21 8:06,5/6/21 8:16,IP Address,100,613,TRUE,5/6/21 8:16,R_1FfyYuoJfcdAuFe,anonymous,EN,I agree to participate in the research study described above.,81,Female,White,,,Some college,"$60,001 to $75,000",Virginia,No,,,,,,,,,,,,,,,,,,,,,,A little,A little,A little,Not at all,A little,A little,1,None at all,Sometimes,Dog,Somewhat trust,Distrust very much,Distrust very much,Distrust very much,Somewhat distrust,Somewhat distrust,Distrust very much,Distrust very much,Somewhat distrust,Neither trust nor distrust,Distrust very much,Neither trust nor distrust,Somewhat distrust,Distrust very much,Distrust very much,Neither trust nor distrust,Distrust very much,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Several times a week,Several times a month,Several times a week,Never,Never,Never,Several times a week,Several times a week,Once or twice a day,Never,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly disagree,,,,,,,,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,A little bit interested,A little bit interested,Somewhat interested,Very conservative,Republican,,Strong,,Kamala Harris,Democrat,Judicial branch,3,Qual1827-0626Rep,11120900,6093f7a1-6dd2-fdbb-cf93-e7777b350e00,,,,,,,,,613,1,,3,south,168,11,0,0,0
5/6/21 8:05,5/6/21 8:14,IP Address,100,553,TRUE,5/6/21 8:14,R_29p7tOFgYgxf0R3,anonymous,EN,I agree to participate in the research study described above.,21,Female,Multiple races and ethnicities (please specify:),Black and white ,,High school diploma,"$30,001 to $45,000",Wisconsin,Yes,10-30 minutes per day,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,A lot,Some,A little,A lot,A great deal,A little,4,A little,Sometimes,Dog,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Somewhat trust,Trust very much,Somewhat distrust,Somewhat trust,Neither trust nor distrust,Neither trust nor distrust,Somewhat distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,"Between 501 and 1,000",None,A few,A few,A few,A few,A lot,A few,A few,A few,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some,A little,None at all,A little,A great deal,A lot,Some,Some,Some,Some,Some,Some,Several times a week,Several times a week,Once or twice a day,Sometimes,Sometimes,Often,Several times a week,Once or twice a day,Once or twice a day,Several times a month,Never,Never,Never,Never,Several times a month,Never,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No,No,Yes,Occassionally,Several,Rarely,Occassionally,Rarely,Rarely,Rarely,Frequently,Occasionally,Frequently,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat interested,Somewhat interested,Somewhat interested,Very conservative,Democrat,,Strong,,Don't know,Democrat,Don't know,2,Qual1827-0626Rep,11120900,6093f7c4-a5fd-6469-7283-f4ace9ce936c,,,,,,,,,553,1,,2,midwest,168,11,0,0,0
5/6/21 8:07,5/6/21 8:50,IP Address,100,2575,TRUE,5/6/21 8:50,R_87kDTae92gdnCEh,anonymous,EN,I agree to participate in the research study described above.,76,Female,Multiple races and ethnicities (please specify:),native/white,,Some post-graduate education,"$45,001 to $60,000",Michigan,Yes,10-30 minutes per day,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,A little,A little,A little,A little,Some,Some,5,A moderate amount,Most of the time,Dog,Trust very much,Neither trust nor distrust,Somewhat trust,Distrust very much,Somewhat trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Somewhat distrust,Trust very much,Trust very much,Trust very much,Trust very much,Somewhat trust,Somewhat distrust,Trust very much,Somewhat trust,Somewhat agree,Strongly agree,Strongly disagree,Yes,fh,Family member,,"Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally",Somewhat similar,A lot,Like a great deal,F,pb,Family member,,"Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally",Very similar,A lot,Like a great deal,E,mr,Friend,,"Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally",Very different,A great deal,Like a great deal,D,2021,Between 51 and 150,5 or fewer,A lot,A few,Most,A few,A few,A few,A few,None,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Some,Some,Some,Some,Some,Some,Some,Some,Some,Some,Some,Some,Several times a month,Several times a month,Several times a month,Rarely,Rarely,Sometimes,Several times a month,Several times a month,Several times a month,Never,Several times a month,Never,Several times a month,Several times a month,Several times a month,Several times a month,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No,No,Yes,Occassionally,Several,Occassionally,Occassionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Never,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat interested,Somewhat interested,Interested,Very conservative,Independent,,,Closer to the Republican Party,Kamala Harris,Democrat,Judicial branch,2,Qual1827-0626Rep,11120900,6093f81e-fb35-0e56-a54b-e692363d7553,,,,,,,,,2575,1,,2,midwest,168,11,1,1,1
5/6/21 8:10,5/6/21 8:31,IP Address,100,1287,TRUE,5/6/21 8:31,R_W8sjRd2I5e7wbuh,anonymous,EN,I agree to participate in the research study described above.,74,Male,Asian/Black or African American,,,Post-graduate degree,"$15,001 to $30,000",Mississippi,Yes,Less than 10 minutes per day,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,A little,Some,Some,Not at all,A little,Not at all,2,A moderate amount,About half the time,Dog,Trust very much,Somewhat trust,Somewhat distrust,Trust very much,Distrust very much,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Somewhat trust,Trust very much,Somewhat trust,Neither trust nor distrust,Neither trust nor distrust,Somewhat trust,Somewhat trust,Neither trust nor distrust,Trust very much,Strongly disagree,Neither agree nor disagree,Somewhat agree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,50 or fewer,None,None,A few,A few,A few,A few,None,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,A little,A great deal,A little,A little,A great deal,A little,A great deal,A little,A lot,A little,A little,A lot,Never,Never,Never,Never,Never,Never,Several times a week,Several times a week,Never,Several times a day,Never,Never,Several times a day,Several times a day,Once or twice a day,Once or twice a day,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,No,No,No,Never,None,Never,Never,Occasionally,Rarely,Rarely,Rarely,Never,Never,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Very interested,Very interested,Interested,-,Democrat,,Strong,,Kamala Harris,Democrat,Judicial branch,3,Qual1827-0626Rep,11120900,6093f891-3de0-0a23-7dcc-33783e2be6f7,,,,,,,,,1287,1,,3,south,168,2,0,0,0
5/6/21 8:10,5/6/21 8:16,IP Address,100,368,TRUE,5/6/21 8:16,R_2tby8Ypn2Foapu3,anonymous,EN,I agree to participate in the research study described above.,18,Male,Asian/Black or African American,,,Some high school,"$75,001 to $100,000",Missouri,No,,,,,,,,,,,,,,,,,,,,,,A great deal,A great deal,A lot,A great deal,A great deal,A great deal,2,None at all,Sometimes,Dog,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Distrust very much,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,Several times a month,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,Never,Never,Never,Never,Never,Never,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat interested,Somewhat interested,Somewhat interested,-,Other party (please specify:),,,Neither,Kamala Harris,Republican,Legislative branch,2,Qual1827-0626Rep,11120900,6093f8d1-b689-ff6a-e1a2-5b21ed89aaf0,,,,,,,,,368,1,,2,midwest,168,8,0,0,0
5/6/21 8:12,5/6/21 8:30,IP Address,100,1045,TRUE,5/6/21 8:30,R_1odsHf08uWo8qUG,anonymous,EN,I agree to participate in the research study described above.,58,Male,American Indian or Alaska Native,,,Some college,"$15,001 to $30,000",Utah,No,,,,,,,,,,,,,,,,,,,,,,Some,A little,Some,Some,Some,A little,4,A moderate amount,About half the time,Dog,Neither trust nor distrust,Neither trust nor distrust,Somewhat distrust,Somewhat distrust,Somewhat trust,Somewhat trust,Neither trust nor distrust,Neither trust nor distrust,Somewhat trust,Somewhat distrust,Somewhat trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Somewhat distrust,Neither trust nor distrust,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Several times a week,Never,Once or twice a day,Several times a month,Several times a month,Several times a day,Several times a week,Several times a month,Several times a week,Several times a week,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,Occasionally,Never,Occasionally,Rarely,Rarely,Rarely,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,A little bit interested,Somewhat interested,Somewhat interested,Very liberal,Democrat,,Strong,,Don't know,Don't know,Don't know,4,Qual1827-0626Rep,11120900,6093f909-264a-677d-3949-fc89c41d94dd,,,,,,,,,1045,1,,4,west,168,1,0,0,0
5/6/21 8:20,5/6/21 8:44,IP Address,100,1458,TRUE,5/6/21 8:44,R_32Lw9k5unCQd5Hz,anonymous,EN,I agree to participate in the research study described above.,64,Male,Asian/Black or African American,,,High school diploma,"$15,001 to $30,000",California,Yes,Less than 10 minutes per day,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Some,Some,A little,Not at all,Some,Some,4,A moderate amount,About half the time,Dog,Somewhat trust,Somewhat distrust,Somewhat distrust,Distrust very much,Somewhat distrust,Somewhat distrust,Distrust very much,Distrust very much,Somewhat distrust,Somewhat trust,Somewhat trust,Distrust very much,Somewhat trust,Neither trust nor distrust,Somewhat distrust,Neither trust nor distrust,Somewhat trust,Strongly agree,Strongly agree,Strongly disagree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,50 or fewer,None,None,A few,A few,A few,None,None,None,None,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Some,A little,Some,Some,A little,Some,A little,Some,Some,Some,Some,Some,Several times a month,Several times a month,Several times a week,Rarely,Rarely,Rarely,Once or twice a day,Once or twice a day,Never,Several times a week,Never,Several times a week,Several times a week,Several times a week,Once or twice a day,Once or twice a day,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,No,No,No,Never,None,Occassionally,Occassionally,Never,Never,Never,Never,Never,Never,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Interested,Interested,Somewhat interested,-,Republican,,Not that strong,,Kamala Harris,Democrat,Judicial branch,4,Qual1827-0626Rep,11120900,6093faeb-3cf9-74f2-98be-57c87fe04c53,,,,,,,,,1458,1,,4,west,168,10,0,0,0
5/6/21 8:31,5/6/21 8:44,IP Address,100,769,TRUE,5/6/21 8:44,R_ZrZBhzwS7xv09Mt,anonymous,EN,I agree to participate in the research study described above.,20,Male,White,,,College degree,"Less than $15,000",Mississippi,No,,,,,,,,,,,,,,,,,,,,,,Some,A lot,A little,Not at all,A little,Some,4,A moderate amount,Sometimes,Dog,Trust very much,Neither trust nor distrust,Neither trust nor distrust,Somewhat trust,Neither trust nor distrust,Somewhat trust,Neither trust nor distrust,Somewhat distrust,Neither trust nor distrust,Trust very much,Trust very much,Distrust very much,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Somewhat distrust,Neither trust nor distrust,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Never,Several times a month,Several times a month,Several times a week,Several times a month,Never,Once or twice a day,Never,Never,Never,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,,,,,,,,Never,Never,Rarely,Rarely,Occasionally,Occasionally,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,A little bit interested,A little bit interested,Somewhat interested,Neither liberal nor conservative,Independent,,,Neither,Don't know,Don't know,Don't know,3,Qual1827-0626Rep,11120900,6093fb99-0b72-1874-9584-449dd10fa064,,,,,,,,,769,1,,3,south,168,6,0,0,0
5/6/21 8:22,5/6/21 8:31,IP Address,100,525,TRUE,5/6/21 8:31,R_33jter69NTM3O1m,anonymous,EN,I agree to participate in the research study described above.,22,Female,Asian/Black or African American,,,High school diploma,"$45,001 to $60,000",Ohio,Yes,31-60 minutes per day,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Some,Some,A great deal,A great deal,A great deal,A great deal,7,A great deal,Always,Dog,Neither trust nor distrust,Trust very much,Trust very much,Trust very much,Trust very much,Trust very much,Trust very much,Somewhat trust,Trust very much,Somewhat trust,Neither trust nor distrust,Trust very much,Somewhat trust,Trust very much,Somewhat trust,Somewhat trust,Trust very much,Strongly agree,Strongly agree,Strongly agree,Yes,Kb,Friend,,"Yes, often","Yes, often","Yes, often","Yes, often","Yes, often","Yes, often","Yes, often",Very similar,A great deal,Like a great deal,A,Idk,Friend,,"Yes, often","Yes, often","Yes, often","Yes, often","Yes, often","Yes, often","Yes, often",Very similar,A great deal,Like a great deal,B,Jaylin,Friend,,"Yes, often","Yes, often","Yes, often","Yes, often","Yes, occasionally","Yes, often","Yes, often",Very similar,A great deal,Like a great deal,G,2021,Between 51 and 150,Between 11 and 25,Most,Most,Many,Most,Most,Most,Most,Most,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,None at all,A great deal,None at all,A great deal,A lot,Several times a day,Several times a day,Several times a month,Very often,Very often,Very often,Several times a week,Several times a day,Several times a day,Several times a week,Several times a day,Several times a day,Several times a day,Once or twice a day,Once or twice a day,Several times a day,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Yes,Yes,Very frequently,Many,Very frequently,Very frequently,Very frequently,Frequently,Very frequently,Very frequently,Very frequently,Very frequently,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Very interested,Very interested,Very interested,Very conservative,Democrat,,Strong,,Mike Pence,Democrat,Executive branch,2,Qual1827-0626Rep,11120900,6093fbc0-11ea-8e91-2af6-5b94b99a86f9,,,,,,,,,525,1,,2,midwest,168,11,1,0,1
5/6/21 8:24,5/6/21 8:41,IP Address,100,992,TRUE,5/6/21 8:41,R_2QE3OjFrVH3I8qD,anonymous,EN,I agree to participate in the research study described above.,43,Female,Asian/Black or African American,,,College degree,"$60,001 to $75,000",New Jersey,Yes,10-30 minutes per day,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,A little,A little,Not at all,Not at all,Some,Some,1,A little,Sometimes,Dog,Trust very much,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust very much,Somewhat trust,Distrust very much,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,Between 51 and 150,None,None,A few,Many,None,None,A lot,A few,A few,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,None at all,A little,None at all,None at all,A little,A little,A little,A little,A great deal,A little,Some,A great deal,Never,Never,Never,Never,Never,Never,Several times a month,Several times a week,Never,Never,Never,Once or twice a day,Several times a day,Once or twice a day,Once or twice a day,Never,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Strongly agree,No,No,No,Never,None,Never,Never,Never,Never,Never,Never,Never,Never,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Interested,A little bit interested,Somewhat interested,Neither liberal nor conservative,Independent,,,Neither,Kamala Harris,Democrat,Judicial branch,1,Qual1827-0626Rep,11120900,6093fbf8-3d83-dd7b-1a29-407faa062504,,,,,,,,,992,1,,1,northeast,168,6,0,0,0
